	sources	targets	score	pmids	flow
98	RAB11FIP4	E	0.004635761589403973		0.004635761589403973
99	RAB30	E	0.004635761589403973		0.004635761589403973
100	REC8	E	0.004635761589403973		0.004635761589403973
101	RGS20	E	0.004635761589403973		0.004635761589403973
102	RGS6	E	0.004635761589403973		0.004635761589403973
103	RMI2	E	0.004635761589403973		0.004635761589403973
104	RNF135	E	0.004635761589403973		0.004635761589403973
105	ROR1	E	0.004635761589403973		0.004635761589403973
106	RPL13A	E	0.004635761589403973		0.004635761589403973
107	RTN4RL1	E	0.004635761589403973		0.004635761589403973
108	SEMA5B	E	0.004635761589403973		0.004635761589403973
110	SGSM3	E	0.004635761589403973		0.004635761589403973
111	SIM2	E	0.004635761589403973		0.004635761589403973
112	SLC1A4	E	0.004635761589403973		0.004635761589403973
113	SLC26A6	E	0.004635761589403973		0.004635761589403973
114	SLN	E	0.004635761589403973		0.004635761589403973
115	SMOX	E	0.004635761589403973		0.004635761589403973
116	SOX11	E	0.004635761589403973		0.004635761589403973
117	SOX15	E	0.004635761589403973		0.004635761589403973
118	SOX2	E	0.004635761589403973		0.004635761589403973
119	SP5	E	0.004635761589403973		0.004635761589403973
120	SSR4	E	0.004635761589403973		0.004635761589403973
121	SSTR2	E	0.004635761589403973		0.004635761589403973
122	STXBP5L	E	0.004635761589403973		0.004635761589403973
123	SYNE2	E	0.004635761589403973		0.004635761589403973
124	SYT4	E	0.004635761589403973		0.004635761589403973
125	TAGLN2	E	0.004635761589403973		0.004635761589403973
126	TBC1D9	E	0.004635761589403973		0.004635761589403973
127	TENM1	E	0.004635761589403973		0.004635761589403973
128	TERC	E	0.004635761589403973		0.004635761589403973
129	TFAP2D	E	0.004635761589403973		0.004635761589403973
130	TFPI	E	0.004635761589403973		0.004635761589403973
132	TJP2	E	0.004635761589403973		0.004635761589403973
133	TMEM132D	E	0.004635761589403973		0.004635761589403973
134	TRAF3IP2	E	0.004635761589403973		0.004635761589403973
135	TRERF1	E	0.004635761589403973		0.004635761589403973
136	TRIB2	E	0.004635761589403973		0.004635761589403973
137	TSC22D3	E	0.004635761589403973		0.004635761589403973
138	TTYH2	E	0.004635761589403973		0.004635761589403973
139	UBE3D	E	0.004635761589403973		0.004635761589403973
140	UNC5C	E	0.004635761589403973		0.004635761589403973
141	VAMP5	E	0.004635761589403973		0.004635761589403973
142	VASN	E	0.004635761589403973		0.004635761589403973
143	VLDLR	E	0.004635761589403973		0.004635761589403973
144	WLS	E	0.004635761589403973		0.004635761589403973
145	WNT1	E	0.004635761589403973		0.004635761589403973
146	WWC1	E	0.004635761589403973		0.004635761589403973
147	XYLT1	E	0.004635761589403973		0.004635761589403973
148	ZFP42	E	0.004635761589403973		0.004635761589403973
149	ZNF248	E	0.004635761589403973		0.004635761589403973
150	ZNRF3	E	0.004635761589403973		0.004635761589403973
151	ZYX	E	0.004635761589403973		0.004635761589403973
226	HTT	ZDHHC17	0.4748393187715067	pubmed:9700202	0.009271523178807946
1610	MDFI	OTX1	0.506012550208683	pubmed:16189514	0.004635761589403973
1922	SMAD4	SMAD9	0.5910418891640188	pubmed:16189514	0.004635761589403973
2568	SGTA	SYT4	0.26305285110604537	pubmed:16189514	0.004635761589403973
6386	ITCH	NEDD9	0.4550673728311708	pubmed:15051726	0.004635761589403973
6480	BTRC	SMAD4	0.583330172679395	pubmed:14988407	0.004635761589403973
7816	RHOA	DIAPH1	0.5919574947497956	pubmed:12773565	0.004635761589403973
7854	SMC3	REC8	0.7	pubmed:12759374	0.004635761589403973
8237	STX5	SNAP23	0.6652502669228272	pubmed:12651853	0.004635761589403973
9620	EP300	TRERF1	0.45707001801445934	pubmed:11349124	0.004635761589403973
9870	DLG4	GRIA2	0.6850349541536117	pubmed:16990550	0.004635761589403973
12310	PLN	SLN	0.7	pubmed:12032137	0.004635761589403973
13262	CACNB4	CACNA1A	0.7	pubmed:10212211	0.004635761589403973
13739	DAP3	AHR	0.30273306605963496	pubmed:10903152	0.004635761589403973
15952	TCF4	MSC	0.304315540140205	pubmed:9584154	0.004635761589403973
15953	TCF4	ID1	0.7	pubmed:9584154	0.004635761589403973
16942	FADD	DAP3	0.7	pubmed:11376335	0.004635761589403973
19407	DLG4	FZD2	0.5076486090534355	pubmed:12067714	0.004635761589403973
19556	JUN	ETS1	0.7	pubmed:8557686	0.004635761589403973
20046	NEK2	CEP250	0.4289204004785601	pubmed:9647649	0.004635761589403973
20524	APBB1	LRP1	0.5866498885352734	pubmed:9837937	0.004635761589403973
20906	ATP2A2	PLN	0.5316507129501793	pubmed:11854448	0.004635761589403973
21525	CUL2	VHL	0.6087814029500571	pubmed:11384984	0.004635761589403973
21946	RELA	EGR1	0.7	pubmed:10671503	0.004635761589403973
22353	IKBKB	TNFAIP3	0.6896819311643241	pubmed:11594795	0.004635761589403973
23666	CUL1	SKP2	0.6787570074061184	pubmed:11961546	0.004635761589403973
24237	NEDD4	TTYH2	0.47158680221460825	pubmed:18577513	0.004635761589403973
25412	USP13	CYLD	0.6922981374134984	pubmed:19615732	0.004635761589403973
26533	USP11	AMOT	0.6652457118038937	pubmed:19615732	0.004635761589403973
28190	UBE2D1	RNF4	0.6699914674859725	pubmed:19690564	0.004635761589403973
28642	IKBKG	NRARP	0.2167891644056363	pubmed:20098747	0.004635761589403973
29957	GIGYF2	ATN1	0.5782831426980973	pubmed:20696395	0.004635761589403973
30874	ARIH1	SIM2	0.4240898363748779	pubmed:15963499	0.004635761589403973
31454	HOXB9	SOX15	0.47102790675114137	pubmed:20211142	0.004635761589403973
31699	TLE2	BARHL1	0.5813396796611773	pubmed:20211142	0.004635761589403973
31729	LZTR1	IKBKG	0.7	pubmed:20211142	0.004635761589403973
31969	CUL4A	TLE2	0.36531132837317803	pubmed:17041588	0.004635761589403973
32658	VHL	TP53	0.6436105851034327	pubmed:16678111	0.004635761589403973
33014	RELA	ATF3	0.5843490854340878	pubmed:16291753	0.004635761589403973
33259	NKX3-1	SP5	0.2472895374925251	pubmed:16201967	0.004635761589403973
34489	XRCC5	XRCC4	0.7	pubmed:15520013	0.004635761589403973
34792	IKBKB	AKT1	0.6850554415175583	pubmed:15856005	0.009271523178807946
36329	USP11	RNF2	0.6806614389169712	pubmed:20601937	0.01390728476821192
37536	IKBKB	PRKCA	0.7	pubmed:10022904	0.004635761589403973
37538	IKBKB	PRKCD	0.6521359202038525	pubmed:10022904	0.004635761589403973
37690	CUL2	CAND1	0.7	pubmed:21778237	0.004635761589403973
37761	CUL2	UBE2D1	0.6884629182528956	pubmed:17132228	0.009271523178807946
38370	ZNF281	SOX2	0.604360803952946	pubmed:18757296	0.004635761589403973
39894	IKBKB	JUN	0.7	pubmed:19656241	0.01390728476821192
40626	CUL3	RHOA	0.4669307262503381	pubmed:19782033	0.004635761589403973
40911	FAF1	CUL1	0.6492115708675795	pubmed:18775313	0.04635761589403973
40912	FAF1	CUL2	0.6889694823728021	pubmed:18775313	0.07880794701986754
40913	FAF1	CUL3	0.5932406525335635	pubmed:18775313	0.05562913907284767
40928	FAF1	HIF1A	0.36162129736015375	pubmed:18775313	0.004635761589403973
40975	UBXN7	CUL4A	0.7	pubmed:18775313	0.004635761589403973
41106	FAF1	SKP1	0.6200525635922275	pubmed:18775313	0.018543046357615892
41107	FAF1	FBXW11	0.5947871278746346	pubmed:18775313	0.027814569536423837
42386	DKC1	TERC	0.7	pubmed:22085966	0.004635761589403973
44442	SPRY2	SEMA5B	0.4751805733169279	pubmed:21900206	0.004635761589403973
45639	PFDN1	EOMES	0.3121932509511569	pubmed:21900206	0.004635761589403973
46386	VCP	MAP1LC3A	0.6578004363198209	pubmed:21909394	0.004635761589403973
48926	AMOT	YAP1	0.6894929641410404	pubmed:22385262	0.004635761589403973
49646	ELAVL1	AMMECR1	0.28757286430173534	pubmed:19322201	0.004635761589403973
51296	NGLY1	RAD23A	0.32161007019630133	pubmed:22575648	0.03245033112582781
51297	NGLY1	RAD23B	0.27498737733246315	pubmed:22575648	0.004635761589403973
51346	RAD23A	XRCC5	0.7	pubmed:19013454	0.01390728476821192
51509	MYC	SLC1A4	0.2943628917377597	pubmed:22623531	0.004635761589403973
53667	FAF1	BTRC	0.5223707178973888	pubmed:22730322	0.05562913907284768
54153	XRCC5	TOP1	0.6831872082406295	pubmed:21679440	0.004635761589403973
54387	TSG101	RAB11FIP4	0.2834505404084484	pubmed:22348143	0.004635761589403973
54520	NGLY1	FAF1	0.3985461892731592	pubmed:16807242	0.5609271523178808
55002	FAF1	UBC	0.36526752069687113	pubmed:15743842	0.004635761589403973
55130	IKBKB	IKBKE	0.7	pubmed:9914500	0.004635761589403973
55400	MAP1LC3A	TBC1D9	0.39360322139245846	pubmed:22354992	0.004635761589403973
56211	DERL1	CFTR	0.23026134931899517	pubmed:16954204	0.004635761589403973
56222	AXIN1	LRP6	0.6358192121272672	pubmed:20128690	0.009271523178807946
56340	MYLIP	VLDLR	0.7	pubmed:22109552	0.004635761589403973
56468	FAF1	VCP	0.569488589873421	pubmed:21645854	0.04635761589403973
56852	SQSTM1	MAP1LC3B	0.7	pubmed:19250911	0.004635761589403973
56917	APP	APBB1	0.7	pubmed:20205790	0.004635761589403973
56941	FBXW11	REST	0.437017517954632	pubmed:18354482	0.004635761589403973
56962	CUL2	COPS5	0.644997320373047	pubmed:22013077	0.004635761589403973
57022	PINK1	PARL	0.7	pubmed:21355049	0.004635761589403973
57135	BTRC	CTNNB1	0.5896433086993677	pubmed:19053519	0.004635761589403973
57319	CUL3	ITCH	0.7	pubmed:21145461	0.004635761589403973
57425	CUL3	LZTR1	0.5152189063322745	pubmed:21145461	0.004635761589403973
57436	CUL3	PIK3R1	0.4551579828767159	pubmed:21145461	0.004635761589403973
57453	CUL3	ZFP36L2	0.46353152851319007	pubmed:21145461	0.004635761589403973
57562	CUL3	DDX41	0.366269304791781	pubmed:21145461	0.004635761589403973
57620	CUL3	SRPK2	0.3985790566124787	pubmed:21145461	0.004635761589403973
57741	CUL3	PHB	0.2959104848486194	pubmed:21145461	0.004635761589403973
57742	CUL3	PPP1CA	0.43772235492895667	pubmed:21145461	0.004635761589403973
57893	CUL3	SSR4	0.33424829899550074	pubmed:21145461	0.004635761589403973
58330	CUL4B	EIF5A2	0.4611398126100772	pubmed:21145461	0.004635761589403973
58794	CUL2	CUL4B	0.7	pubmed:21145461	0.004635761589403973
58818	CUL2	ELAVL1	0.3993953864357737	pubmed:21145461	0.004635761589403973
58917	CUL2	PCBP1	0.5290554699333476	pubmed:21145461	0.018543046357615892
58983	CUL2	RPS20	0.48918873341303976	pubmed:21145461	0.004635761589403973
59012	CUL2	SMC3	0.3941406208101098	pubmed:21145461	0.004635761589403973
59050	CUL2	UBE2M	0.7	pubmed:21145461	0.004635761589403973
59055	CUL2	WDR77	0.40091320179363377	pubmed:21145461	0.004635761589403973
59447	CUL1	FBXO7	0.485511977709292	pubmed:21145461	0.004635761589403973
59467	CUL1	ARIH1	0.7	pubmed:21145461	0.004635761589403973
59499	CUL1	LGALS8	0.3402860059666675	pubmed:21145461	0.004635761589403973
59792	CUL1	CDC5L	0.5326324801598235	pubmed:21145461	0.004635761589403973
60722	DCUN1D1	SOCS6	0.7	pubmed:21145461	0.004635761589403973
60960	CAND1	FRG1	0.23471422538280837	pubmed:21145461	0.004635761589403973
61857	BAG6	STX5	0.5300525291675288	pubmed:20676083	0.004635761589403973
62607	COPS5	SMAD7	0.561967775229749	pubmed:14993265	0.004635761589403973
62888	FASLG	CACNB4	0.2937686332175862	pubmed:19807924	0.004635761589403973
62903	FAF1	RELA	0.47455053778446615	pubmed:14600157	0.03245033112582781
63015	FAF1	HSPA8	0.4647578060048776	pubmed:15596450	0.023178807947019868
63452	FAF1	FADD	0.6305304322801182	pubmed:12702723	0.018543046357615892
63466	FAF1	IKBKB	0.4914946302229368	pubmed:17684021	0.04635761589403973
64147	WDR77	NKX3-1	0.6900633163295781	pubmed:12972618	0.004635761589403973
64187	NGLY1	DERL1	0.35162157513867837	pubmed:16055502	0.01390728476821192
65241	ATN1	MEGF11	0.34141956392931955	pubmed:16713569	0.004635761589403973
66426	SKP2	BTG1	0.5912568876255411	pubmed:22975506	0.004635761589403973
66712	GRIA2	GRIA1	0.7	pubmed:18311135	0.004635761589403973
68092	PARK7	PINK1	0.7	pubmed:19229105	0.004635761589403973
68718	FBXO6	NPC1	0.43152955101033563	pubmed:22268729	0.004635761589403973
68853	TRIM54	USP15	0.4700773085441275	pubmed:22626734	0.009271523178807946
69042	TOP1	PDE10A	0.2920384816973342	pubmed:12549820	0.004635761589403973
69582	CHEK1	NEK2	0.7	pubmed:15311285	0.004635761589403973
70964	NGLY1	APP	0.23056210687229187	pubmed:21832049	0.01390728476821192
82390	UBXN7	USP9X	0.7	pubmed:22939629	0.009271523178807946
86281	RAD23A	DLG4	0.3629493903038959	pubmed:23260144	0.009271523178807946
86476	UBC	PTH1R	0.19438729136984584	pubmed:23314748	0.004635761589403973
87480	VCP	HSPB1	0.5569095192132637	pubmed:23383273	0.004635761589403973
87532	VCP	RAB7A	0.6813095567322051	pubmed:23383273	0.004635761589403973
88470	OS9	CREB3	0.7	pubmed:20546900	0.004635761589403973
88881	MYC	XYLT1	0.23140322829559443	pubmed:21150319	0.004635761589403973
89010	LATS1	NUAK1	0.6925447738642805	pubmed:19927127	0.004635761589403973
91115	MAP1LC3B	ATG4A	0.7	pubmed:20010802	0.004635761589403973
91341	HSP90AA1	RGS6	0.36283613765164546	pubmed:22939624	0.004635761589403973
91473	HSP90AA1	CAMK4	0.5204742754349114	pubmed:22939624	0.004635761589403973
93167	CUL1	FBXW7	0.5196558002898172	pubmed:23453757	0.009271523178807946
93209	SMAD7	SOX5	0.5295133095057383	pubmed:15231748	0.004635761589403973
93343	SMAD9	MAN1C1	0.42396721079672234	pubmed:15231748	0.004635761589403973
94032	IKBKE	TRAF3IP2	0.560371448385817	pubmed:22851696	0.004635761589403973
94708	PPP1CA	TMEM132D	0.36200967915885707	pubmed:19389623	0.004635761589403973
96330	PHB	COL9A2	0.21437535407920263	pubmed:19725029	0.004635761589403973
96670	IKBKB	AURKA	0.5911958418424673	pubmed:17939994	0.004635761589403973
96934	BAG6	SGTA	0.7	pubmed:23533635	0.004635761589403973
98737	ETS1	MEIS1	0.6132079156387119	pubmed:18692240	0.004635761589403973
100665	LRP6	DKK1	0.7	pubmed:15035989	0.004635761589403973
101233	CFTR	ABCC4	0.39864964412675524	pubmed:18045536	0.004635761589403973
103689	CUL3	DYRK4	0.32339126834309556	pubmed:21988832	0.004635761589403973
104448	EIF5A2	RAB30	0.37838581501447516	pubmed:21988832	0.004635761589403973
104837	CUL1	FZR1	0.6250142642200465	pubmed:23972993	0.004635761589403973
104867	STUB1	SIRT6	0.4983001231822141	pubmed:24043303	0.009271523178807946
106079	SRPK2	HMGN3	0.3633208820623662	pubmed:23602568	0.004635761589403973
107789	YWHAB	PPM1H	0.5548514641389357	pubmed:24255178	0.004635761589403973
108140	HECW2	NCKAP5	0.4509346667250532	pubmed:24163370	0.004635761589403973
112337	FAF1	PLOD2	0.2490864503360424	pubmed:22863883	0.004635761589403973
114624	PLOD2	VASN	0.5155793740808983	pubmed:22863883	0.004635761589403973
114951	LRP6	WNT1	0.7	pubmed:11448771	0.004635761589403973
116820	USP15	TRIM25	0.7	pubmed:24399297	0.009271523178807946
116830	BTRC	NEDD4	0.6533257032117534	pubmed:24657926	0.004635761589403973
118738	FAF1	BAG6	0.6534767963487984	pubmed:24885147	0.05562913907284768
119028	RBBP4	NACC2	0.6609877929335684	pubmed:22926524	0.004635761589403973
120423	VCP	HTT	0.5425295171920511	pubmed:23652004	0.009271523178807946
120999	CEP250	GRPR	0.18709180333734957	pubmed:23443559	0.004635761589403973
121333	VCP	GIGYF2	0.5092170555160301	pubmed:23443559	0.004635761589403973
121968	CUL3	RTN4RL1	0.2630763049534709	pubmed:25011449	0.004635761589403973
122585	JUN	PPP3CA	0.5819074913327469	pubmed:17215518	0.004635761589403973
123851	BTRC	EP300	0.5460532493276316	pubmed:19297328	0.004635761589403973
124273	FASLG	RGS20	0.3706939531844	pubmed:25416956	0.004635761589403973
125098	DPYSL2	DPYSL3	0.5065814013548905	pubmed:25416956	0.004635761589403973
127031	NEDD9	BCAR3	0.652444695415686	pubmed:25416956	0.004635761589403973
127755	RELA	TCF4	0.7	pubmed:25416956	0.01390728476821192
129479	SNAP23	VAMP5	0.630731589188453	pubmed:25416956	0.004635761589403973
129617	LATS1	LDOC1	0.4715695910940151	pubmed:25416956	0.004635761589403973
132342	NGLY1	TRIM54	0.40044102740626414	pubmed:25416956	0.02781456953642333
132475	TRIM54	GMCL1	0.23181440549743837	pubmed:25416956	0.004635761589403973
132485	TRIM54	FAM161A	0.4204117348747672	pubmed:25416956	0.004635761589403973
132488	TRIM54	LNX1	0.44880691357442226	pubmed:25416956	0.004635761589403973
132496	TRIM54	SSX2IP	0.3514737125007871	pubmed:25416956	0.004635761589403973
132710	GMCL1	FAM167A	0.3242346875830431	pubmed:25416956	0.004635761589403973
133385	SSX2IP	FRMD6	0.4833015817092724	pubmed:25416956	0.004635761589403973
133647	FAM161A	LCA5	0.7	pubmed:25018096	0.004635761589403973
136864	ZDHHC17	FUT9	0.3245027529761483	pubmed:24705354	0.004635761589403973
136883	ZDHHC17	FAM135B	0.5108854190620526	pubmed:24705354	0.004635761589403973
137390	CUL7	DKC1	0.5774813030603354	pubmed:24711643	0.004635761589403973
137403	CUL7	EFTUD2	0.5539694159448547	pubmed:24711643	0.004635761589403973
137424	CUL7	FLNA	0.616800723268143	pubmed:24711643	0.004635761589403973
137773	CUL7	SYNE2	0.31426290058018297	pubmed:24711643	0.004635761589403973
140098	RNF2	RBBP4	0.7	pubmed:24457600	0.004635761589403973
140121	RNF2	ADAMTS6	0.2766108975221561	pubmed:24457600	0.004635761589403973
140178	RNF2	DPF2	0.7	pubmed:24457600	0.004635761589403973
141524	FZR1	TACC3	0.7	pubmed:19823035	0.004635761589403973
143014	BAG6	USP13	0.6807210728571588	pubmed:24424410	0.004635761589403973
143122	BTRC	YWHAB	0.5447695420780302	pubmed:25900982	0.004635761589403973
148682	LGALS8	COLEC12	0.5060970621842749	pubmed:26186194	0.004635761589403973
151353	PARL	CA10	0.2276210583949439	pubmed:26186194	0.004635761589403973
156567	TFAP2A	TFAP2D	0.35320442179682604	pubmed:26186194	0.004635761589403973
162987	PRKCA	WWC1	0.5427219392693505	pubmed:24682284	0.004635761589403973
163244	HSPB1	PHYHIPL	0.3815872095775944	pubmed:25277244	0.004635761589403973
163380	FBXW11	MAPK8IP2	0.45303821417749096	pubmed:25515538	0.004635761589403973
163395	FBXW11	FOXC1	0.5009492100064147	pubmed:25515538	0.004635761589403973
163474	FBXW11	KHDRBS3	0.42571788478779543	pubmed:25515538	0.004635761589403973
166091	DDX41	CLVS2	0.30465654565419964	pubmed:26344197	0.004635761589403973
173338	RPS20	RPL13A	0.6540748458580281	pubmed:26344197	0.004635761589403973
175962	HSPA4L	TAGLN2	0.5910608490951358	pubmed:26344197	0.004635761589403973
176201	TJP1	TJP2	0.6415364001134275	pubmed:26344197	0.004635761589403973
177369	RAD23B	ZYX	0.30701151968515045	pubmed:26344197	0.004635761589403973
177794	NTRK1	ATL1	0.4333932178343604	pubmed:25921289	0.004635761589403973
179534	TP53	PSD3	0.2872995304206995	pubmed:23284306	0.004635761589403973
179683	APP	TFPI	0.22509767520184404	pubmed:21244100	0.004635761589403973
180070	KRAS	KCNH7	0.1718710979366292	pubmed:19490893	0.004635761589403973
181163	MAPK8IP2	FGF13	0.4868036423228306	pubmed:25814554	0.004635761589403973
181516	DAPK1	UNC5C	0.6001594976782111	pubmed:15729359	0.004635761589403973
181690	CASP8	SCGB2A2	0.4278468193929724	pubmed:25640309	0.004635761589403973
182277	BTRC	PFDN1	0.44741097428265925	pubmed:25900982	0.004635761589403973
182288	BTRC	TJP1	0.41296024396081715	pubmed:25900982	0.004635761589403973
182337	BTRC	AXIN1	0.6896587904282074	pubmed:25900982	0.01390728476821192
184079	LCA5	CELSR2	0.32586643791711684	pubmed:26638075	0.004635761589403973
189163	CREB3	AGPAT3	0.42073820219365143	pubmed:21516116	0.004635761589403973
191911	RAB7A	CPM	0.20322676298831358	pubmed:26496610	0.004635761589403973
193226	FLNA	MYO1E	0.624602028993809	pubmed:26496610	0.004635761589403973
193528	XRCC5	PCDH7	0.34105347986084267	pubmed:26496610	0.004635761589403973
201672	TACC3	RNF135	0.4050805671743808	pubmed:26496610	0.004635761589403973
203091	FADD	FASLG	0.6893321762229104	pubmed:25241761	0.009271523178807946
203092	FADD	DAPK1	0.3365906005874006	pubmed:25241761	0.004635761589403973
203917	JUN	TFAP2A	0.6247012596656132	pubmed:25609649	0.004635761589403973
204128	TCF4	ID3	0.5722618841293553	pubmed:25609649	0.004635761589403973
204567	FOXC1	HOXB9	0.5564677743368515	pubmed:25609649	0.004635761589403973
207655	MCM2	PHACTR3	0.41020952088302187	pubmed:25963833	0.004635761589403973
208505	RAD23A	CHEK1	0.5867274098482328	pubmed:26296656	0.009271523178807946
209167	CDC5L	EIF4A2	0.565982741865387	pubmed:20467437	0.004635761589403973
209913	FAF1	USP11	0.6220524641079977	pubmed:26389662	0.018543046357615892
209937	UBXN7	KLHDC2	0.6135153388079291	pubmed:26389662	0.004635761589403973
210000	FAF1	UBXN7	0.6848605798398364	pubmed:26389662	0.018543046357615892
210404	FBXW7	HERC2P2	0.3676969652149043	pubmed:26354767	0.004635761589403973
211574	CUL1	TRIB2	0.6335471567666802	pubmed:24211582	0.004635761589403973
213647	FGFR1	FGF10	0.5893401933122306	pubmed:18199118	0.004635761589403973
213895	BAG6	STUB1	0.7	pubmed:24981174	0.009271523178807946
213898	BAG6	RNF123	0.6407855555113144	pubmed:24981174	0.03245033112582781
213900	SOCS6	DAB1	0.43103149856673784	pubmed:24210661	0.004635761589403973
214140	HSPA8	HSP90AA1	0.7	pubmed:22504172	0.009271523178807946
214404	VEGFA	PTPRZ1	0.4226126556211618	pubmed:25644401	0.004635761589403973
214715	AURKA	FOXF1	0.3626861210322414	pubmed:28218735	0.004635761589403973
215596	MID1	MEOX1	0.536402243066444	pubmed:25910212	0.004635761589403973
216218	CUL2	SQSTM1	0.6551964125608817	pubmed:26743088	0.004635761589403973
216220	CUL2	DCUN1D1	0.6564843303094864	pubmed:26743088	0.004635761589403973
216545	DERL1	ATP2A2	0.39693830341176667	pubmed:28137758	0.004635761589403973
216558	DERL1	CANX	0.4846893729865019	pubmed:28137758	0.004635761589403973
216965	AKT1	FGFR1	0.6313595210255153	pubmed:25945695	0.004635761589403973
224764	TNFAIP3	PCDHB5	0.42863440430327593	pubmed:28514442	0.004635761589403973
